3.4003656559795159e+00,4.3388395754618453e-01,1.6976135200153766e+00,3.9900459744455125e-01,1.0376146399414130e+00
-6.6663728354123397e-01,-6.2247711590931953e-01,7.3035626625562200e+00,2.5779900024537148e+00,9.3023061208432700e-01
8.6311464269026175e+00,1.2032925438520058e+01,8.3864389465525790e-01,1.4245027015685126e+00,1.0681753116404906e+00
-5.7462649968393753e-01,2.8143396197455245e-01,6.7239745576939314e-01,-4.0854964052245774e-01,9.3977230790265998e-01
2.8302433894453647e+00,-9.2524082569871364e-06,2.0069749153704151e+00,7.0542828999380380e-01,5.1011240422897233e+00
2.9107946862544556e+00,4.0750269579072755e+00,-5.2711186091782170e-01,-4.8015121913536490e-01,2.5514696937766623e+00
3.4652759169283556e+00,2.2624824941829118e+00,3.0537549082006268e+00,2.7038500755645454e+00,1.5094200164737479e+00
-6.5335491143201552e-01,-6.4342504029087366e-02,1.4014999812540472e+00,7.8966812143998633e-01,9.3477239705985737e-01
1.3815829355750245e-01,-3.5315180417051123e-01,1.2314113123218178e+00,-6.9633653650784100e-01,9.9310400050066239e-01
-4.2581389322000557e-03,5.7015412934442189e-01,7.6703196360283588e-01,-1.2913178006211728e-02,9.0541668568722655e-01
6.8480240269144788e-01,8.3126114945374596e-01,3.3779082680591893e-01,7.6669476651885737e-01,9.7315958125142288e-01
-7.8358780793919680e-01,1.3725612890338553e-02,2.1295141100147045e+01,7.7740532935687670e+00,1.1625913441755207e+00
-3.8442432747868333e-01,2.7597383684084411e+00,2.3232855190570634e+00,6.8170911625021606e+00,1.8839412897557433e+00
2.6574615068431777e+00,1.4298748579329756e+00,-4.5772362372869596e-01,2.9466879435389273e+00,1.2051113190345009e+00
2.1293390813573680e+01,5.6452218782423564e+00,7.5508079496393765e-01,6.0984982217045215e-02,1.1638193307390201e+00
-3.2870774598522567e-01,4.9014339255864607e+00,1.4710325935271666e+00,-4.6668164613134616e-01,9.0859253240234084e-01
5.1170341454276853e+00,-1.4066050381171291e-01,3.5854269491562860e+00,4.9825371040324606e+00,1.1623185320754883e+00
3.6854618056919626e+00,5.7168444600099262e+00,-1.8489746275801452e-01,-7.2547166227353432e-01,1.3559019524911109e+00
1.9536517899715936e-01,3.6484435799723408e-01,2.0410149990288855e+00,-4.4251566940125336e-01,1.6780028867377144e+00
1.4216622322746526e+01,7.6240744806042626e-01,-3.1794718126071930e-01,-2.5426815395709407e-01,3.0622890421861220e+00
1.0182034414958828e+01,1.3484476818015869e+01,2.5569209020051149e+00,-3.8209493552666324e-01,1.0713214302734801e+00
8.9786546266170386e-01,1.0777659426792261e+00,1.1066861639392096e+00,5.8957764335613894e-01,2.1326663464353031e+00
-7.9286200261422712e-01,-3.3162570789875562e-01,1.4398754402608855e+00,-4.2614321961049595e-01,9.8132515866332448e-01
-4.8027947965169859e-01,9.4310040074706014e-01,-1.5647390479895367e-02,-2.7147850967193443e-01,1.4256081141935864e+00
-1.8028637756678648e-01,5.8182223612456607e-01,2.0159703097664291e+01,3.4903771775544845e+00,1.3798244601501730e+00
-6.7687642683410743e-01,9.3180226006103006e-01,7.4239307405098198e-01,3.2412426102743850e+00,3.0030443609795126e+00
3.5222547467334255e+00,-2.6257993751049258e-01,-4.3936805015393321e-01,1.4269214764949412e+00,1.1706054851900285e+00
6.4944230856561413e-01,8.6314252381498069e-01,4.5098547601909156e-01,8.5133982045014667e-01,1.1749984694464404e+00
3.1823318364515476e+00,1.9948585234410539e+00,2.4143002158882276e-01,3.4325274930690353e+00,1.0373601921607525e+00
